lat,lon,num_tweets,num_users
40.452,-79.817,1,1
40.486,-79.969,228,3
40.485,-79.864,1,1
40.413,-79.849,20,5
40.514,-80.164,59,8
40.479,-79.956,88,43
40.365,-80.085,3,3
40.515,-80.157,3,3
40.528,-79.851,13,7
40.528,-80.053,11,1
40.388,-79.902,13,9
40.337,-79.938,1,1
40.415,-79.853,42,18
40.343,-79.944,10,9
40.395,-79.989,26,4
40.608,-80.024,1,1
40.383,-80.015,52,35
40.37,-79.851,53,7
40.327,-80.077,3,3
40.57,-79.941,3,1
40.629,-80.065,1,1
40.392,-79.801,1,1
40.498,-80.169,2,2
40.373,-80.153,1,1
40.364,-79.974,14,6
40.3,-79.933,1,1
40.581,-79.973,29,4
40.506,-80.038,8,5
40.515,-80.193,11,1
40.315,-79.964,4,4
40.483,-80.047,3,1
40.405,-80.066,3,3
40.254,-79.974,1,1
40.387,-80.093,84,45
40.528,-79.832,1,1
40.63,-79.878,3,3
40.412,-79.984,13,8
40.481,-79.942,2,2
40.359,-80.081,3,1
40.301,-80.027,114,2
40.466,-79.844,10,3
40.423,-80.191,31,16
40.349,-79.989,128,2
40.419,-79.945,26,2
40.323,-80.004,2,2
40.518,-80.172,4,3
40.373,-79.912,12,7
40.449,-79.917,2,2
40.371,-80.183,2,2
40.464,-79.862,1,1
40.568,-79.969,1,1
40.488,-80.028,1,1
40.349,-80.104,4,4
40.493,-80.127,6,6
40.378,-79.852,4,4
40.466,-79.918,5,2
40.456,-79.977,967,43
40.61,-80.049,2,2
40.378,-79.832,1,1
40.463,-79.994,80,7
40.376,-79.974,13,7
40.429,-79.935,50,40
40.607,-80.075,2,2
40.437,-80.045,1,1
40.338,-79.931,1,1
40.425,-80.099,1,1
40.573,-79.937,8,2
40.3,-79.987,3,3
40.491,-80.062,4,4
40.348,-79.86,2,2
40.458,-79.96,32,11
40.281,-79.966,1,1
40.352,-80.114,84,33
40.333,-80.012,1,1
40.319,-80.119,3,3
40.542,-80.165,3,1
40.553,-80.101,9,3
40.511,-79.862,7,2
40.445,-79.936,178,15
40.535,-79.803,28,1
40.371,-79.918,2,1
40.541,-80.008,996,50
40.501,-79.966,1,1
40.55,-80.03,1,1
40.403,-80.102,1,1
40.436,-80.047,1,1
40.435,-80.017,23,18
40.612,-80.029,1,1
40.362,-79.944,1,1
40.361,-80.107,4,2
40.413,-80.01,122,91
40.341,-80.098,2,1
40.509,-80.127,18,14
40.346,-79.928,4,3
40.282,-80.157,1,1
40.383,-79.914,1,1
40.415,-80.059,2,2
40.396,-80.098,6,4
40.449,-79.996,11,10
40.37,-80.099,264,18
40.492,-79.894,7,7
40.44,-80.016,7,6
40.37,-79.865,1,1
40.587,-80.041,5,5
40.408,-79.84,17,1
40.345,-80.152,1,1
40.461,-79.866,74,21
40.416,-79.907,2,2
40.498,-80.036,4,1
40.62,-80.083,5,3
40.355,-79.88,3,2
40.395,-79.853,21,1
40.376,-79.867,2,2
40.574,-80.074,413,4
40.64,-80.164,10,1
40.542,-80.063,11,2
40.396,-79.861,1,1
40.455,-79.946,293,107
40.445,-79.838,4,3
40.6,-80.052,3,2
40.436,-79.966,43,41
40.576,-80.149,1,1
40.499,-80.175,1,1
40.333,-79.959,6,2
40.624,-79.832,1,1
40.364,-79.854,14,6
40.344,-80.09,5,5
40.289,-79.897,2,2
40.475,-80.063,3,3
40.377,-79.863,7,2
40.473,-79.83,9,1
40.573,-80.014,277,62
40.491,-80.015,6,4
40.29,-80.074,2,1
40.334,-79.971,7,7
40.394,-80.13,1,1
40.445,-79.839,5,3
40.472,-79.87,1,1
40.32,-80.09,3,3
40.588,-79.991,3,3
40.361,-79.848,3,2
40.506,-80.094,7,1
40.442,-80.031,41,28
40.486,-79.977,1,1
40.451,-79.897,189,21
40.449,-79.977,10,9
40.334,-80.183,1,1
40.365,-79.875,21,8
40.451,-79.834,3,3
40.543,-80.019,382,5
40.269,-80.168,3,2
40.446,-80.015,696,406
40.499,-79.991,4,3
40.413,-79.911,210,15
40.595,-80.01,1,1
40.466,-79.818,10,3
40.272,-80.142,2,2
40.437,-79.97,56,45
40.337,-79.856,2,2
40.367,-80.025,34,3
40.287,-80.085,1,1
40.542,-79.804,2,2
40.336,-80.0,1,1
40.373,-80.049,28,23
40.352,-80.095,2,1
40.293,-80.013,5,2
40.308,-79.949,1,1
40.351,-79.96,2,2
40.387,-80.06,3,2
40.53,-80.19,9,3
40.488,-79.91,2,1
40.384,-79.94,14,2
40.418,-79.865,3,3
40.594,-79.894,4,4
40.35,-79.985,1,1
40.515,-79.982,29,1
40.56,-79.943,5,3
40.519,-80.059,1,1
40.277,-79.879,5,2
40.411,-79.893,14,7
40.375,-79.858,1,1
40.399,-79.986,32,3
40.296,-79.819,4,4
40.317,-80.036,1,1
40.352,-79.843,5,4
40.313,-80.082,8,5
40.372,-79.801,11,3
40.404,-79.942,52,17
40.275,-80.173,9,1
40.402,-80.059,63,5
40.426,-79.953,22,14
40.581,-80.116,1,1
40.316,-79.979,1,1
40.354,-80.114,56,21
40.359,-79.992,1,1
40.311,-80.077,1,1
40.525,-80.184,1,1
40.52,-80.132,7,7
40.352,-79.825,13,3
40.438,-79.859,3,3
40.369,-79.995,9,5
40.458,-80.054,129,8
40.393,-80.194,1,1
40.595,-80.006,1,1
40.437,-79.841,5,5
40.441,-80.06,1,1
40.506,-80.016,1,1
40.488,-80.046,3,1
40.483,-79.893,2,1
40.429,-80.126,42,7
40.593,-79.898,1,1
40.445,-79.98,22,13
40.474,-80.005,6,6
40.389,-79.879,25,2
40.614,-80.058,29,18
40.284,-80.088,3,1
40.457,-79.919,12,4
40.447,-80.124,1,1
40.548,-80.058,10,1
40.305,-80.096,4,4
40.49,-79.878,15,8
40.427,-79.982,290,52
40.341,-79.874,8,2
40.471,-79.843,1,1
40.441,-80.077,176,3
40.397,-80.007,158,9
40.379,-79.986,6,3
40.34,-79.829,7,6
40.36,-79.924,1,1
40.488,-80.007,2,2
40.549,-79.977,2,2
40.379,-80.004,60,6
40.521,-80.07,39,33
40.379,-80.178,1,1
40.276,-80.115,3,1
40.33,-80.022,128,82
40.392,-80.13,1,1
40.395,-79.975,48,6
40.565,-79.963,1,1
40.299,-80.17,1,1
40.463,-79.812,2,2
40.304,-79.977,3,2
40.479,-79.942,3398,5
40.561,-79.995,5,4
40.404,-80.062,1,1
40.316,-80.161,1,1
40.437,-79.987,956,121
40.293,-79.981,15,5
40.39,-80.112,1,1
40.38,-80.12,1,1
40.539,-79.953,1,1
40.278,-79.953,3,2
40.512,-80.1,4,2
40.492,-79.866,7,6
40.583,-80.045,1,1
40.388,-80.1,1,1
40.282,-80.004,15,2
40.413,-79.82,6,2
40.371,-79.853,2,2
40.551,-80.022,55,32
40.414,-79.946,4,3
40.448,-79.869,79,15
40.532,-80.199,185,1
40.402,-79.989,61,19
40.448,-80.164,30,27
40.349,-79.995,12,6
40.291,-80.032,2,1
40.361,-80.101,312,6
40.472,-79.849,1,1
40.404,-79.908,15,6
40.251,-79.835,1,1
40.491,-80.126,2,2
40.365,-79.85,3,2
40.528,-79.81,2,2
40.246,-80.111,4,1
40.431,-80.066,15,4
40.524,-79.973,1,1
40.635,-80.08,18,5
40.344,-79.91,2,1
40.451,-80.183,322,154
40.45,-80.049,1,1
40.47,-80.167,1,1
40.607,-80.015,1,1
40.33,-80.137,6,3
40.289,-80.064,108,1
40.296,-80.046,6,1
40.536,-80.028,1,1
40.244,-80.069,11,2
40.299,-79.817,1,1
40.484,-79.948,92,32
40.586,-80.096,1,1
40.307,-80.087,16,2
40.545,-80.105,2,2
40.48,-80.127,2,2
40.544,-80.041,4,4
40.336,-80.117,2,1
40.383,-79.985,117,6
40.49,-80.059,6,5
40.477,-79.9,3,2
40.447,-80.056,2,1
40.599,-79.84,2,1
40.443,-79.805,8,2
40.248,-79.875,2,2
40.384,-79.805,22,4
40.455,-79.934,102,27
40.498,-79.865,6,4
40.502,-80.046,1,1
40.385,-80.047,34,6
40.499,-79.904,33,4
40.474,-79.982,27,5
40.272,-79.893,1,1
40.41,-79.911,244,54
40.415,-79.813,93,8
40.387,-80.013,31,3
40.408,-80.143,8,1
40.471,-80.005,2,2
40.453,-79.903,3,3
40.345,-80.045,28,7
40.417,-80.038,2,2
40.291,-79.904,1,1
40.459,-79.81,17,3
40.606,-80.02,1,1
40.564,-79.81,1,1
40.409,-79.821,21,4
40.323,-79.961,61,3
40.374,-80.105,7,7
40.448,-79.881,16,2
40.357,-80.071,3,3
40.411,-79.945,20,17
40.341,-80.132,1,1
40.516,-79.966,1,1
40.535,-79.969,1,1
40.378,-79.973,7,4
40.464,-80.177,11,4
40.309,-80.037,1,1
40.352,-80.147,1,1
40.416,-79.817,60,4
40.345,-80.026,8,8
40.489,-79.857,1,1
40.577,-80.065,659,3
40.479,-79.947,265,6
40.375,-79.954,1,1
40.281,-79.886,2,2
40.301,-79.892,2,2
40.371,-80.026,6,3
40.437,-79.888,42,14
40.481,-79.922,2,2
40.291,-79.877,3,3
40.4,-80.141,7,2
40.391,-80.198,2,2
40.582,-80.097,1,1
40.321,-79.885,1,1
40.627,-79.932,1,1
40.435,-80.01,3,3
40.508,-80.001,1,1
40.488,-80.166,31,3
40.491,-80.06,714,14
40.48,-79.873,1,1
40.413,-80.017,5,1
40.39,-79.879,25,5
40.632,-80.004,1,1
40.291,-79.984,2,2
40.598,-80.119,1,1
40.308,-79.832,2,1
40.255,-80.161,29,7
40.367,-79.841,1,1
40.303,-79.889,5,2
40.332,-80.091,38,2
40.341,-79.908,1,1
40.492,-80.103,4,2
40.309,-80.125,1,1
40.467,-79.898,18,5
40.402,-79.82,23,4
40.458,-79.861,10,6
40.296,-79.988,5,2
40.49,-79.979,1,1
40.405,-80.198,2,2
40.394,-79.914,3,3
40.534,-79.827,1,1
40.415,-79.809,2,2
40.533,-79.801,1,1
40.355,-80.11,12,5
40.525,-79.999,1,1
40.404,-79.966,1,1
40.383,-80.05,1,1
40.599,-80.015,3,3
40.641,-79.963,1,1
40.61,-80.142,3,1
40.445,-79.862,6,6
40.317,-79.912,1,1
40.439,-80.069,66,19
40.543,-79.832,1,1
40.486,-79.945,15,8
40.418,-80.088,42,42
40.496,-79.882,12,6
40.53,-79.892,7,1
40.349,-79.934,3,3
40.399,-80.027,133,55
40.501,-80.082,1,1
40.533,-79.963,10,10
40.392,-80.05,70,11
40.325,-79.956,2,2
40.427,-80.129,8,8
40.379,-80.146,2,2
40.572,-80.121,3,2
40.453,-79.938,105,23
40.544,-80.097,294,5
40.365,-80.089,5,3
40.374,-80.034,40,7
40.286,-80.023,21,20
40.284,-79.821,1,1
40.345,-80.118,21,1
40.356,-80.097,2,2
40.403,-79.829,3,3
40.49,-80.122,1,1
40.33,-79.849,1,1
40.253,-80.005,10,7
40.497,-80.173,2,2
40.32,-80.14,1,1
40.276,-80.152,411,4
40.612,-79.98,1,1
40.485,-79.878,1,1
40.476,-80.178,1,1
40.308,-80.031,9,1
40.445,-80.071,28,5
40.577,-80.064,98,2
40.405,-80.147,8,1
40.48,-80.167,24,4
40.444,-80.172,1,1
40.413,-79.827,11,6
40.578,-80.03,19,5
40.394,-80.087,14,12
40.434,-80.005,1529,734
40.632,-79.993,1,1
40.507,-80.041,29,12
40.411,-80.115,1,1
40.453,-79.982,1017,186
40.309,-80.051,2,2
40.377,-79.88,1,1
40.345,-80.001,9,5
40.554,-79.963,1,1
40.517,-80.067,1,1
40.495,-80.162,2,2
40.473,-79.81,274,2
40.621,-79.867,1,1
40.401,-79.899,1,1
40.326,-79.854,8,3
40.246,-80.196,1,1
40.458,-79.831,3,1
40.278,-79.874,2,2
40.365,-79.999,2,2
40.459,-79.866,4,4
40.415,-79.924,175,118
40.57,-80.054,84,1
40.419,-80.006,4,4
40.444,-80.021,6,6
40.438,-80.051,2,2
40.374,-80.112,1,1
40.497,-80.06,292,31
40.587,-79.949,1,1
40.471,-79.913,552,6
40.259,-79.986,4,1
40.526,-79.881,1,1
40.369,-79.926,23,4
40.42,-79.956,3,3
40.417,-80.045,68,31
40.458,-79.983,1,1
40.481,-80.056,5,3
40.412,-79.837,2,2
40.404,-79.919,135,67
40.553,-80.029,8,1
40.551,-79.965,12,5
40.385,-80.066,1,1
40.556,-79.848,3,3
40.27,-80.168,54,6
40.545,-79.883,1,1
40.568,-79.803,97,59
40.582,-80.024,2,1
40.333,-79.988,10,5
40.341,-79.971,12,3
40.307,-80.013,85,3
40.357,-80.132,2,2
40.499,-80.061,70,11
40.468,-80.132,1,1
40.419,-79.89,18,5
40.269,-80.117,12,9
40.357,-79.969,21,10
40.456,-79.946,83,13
40.521,-80.194,4,2
40.427,-79.989,250,27
40.373,-80.106,20,19
40.399,-79.845,1,1
40.419,-80.02,4,4
40.462,-79.902,2,1
40.41,-79.9,5,5
40.414,-80.192,2,2
40.356,-80.021,33,5
40.292,-80.172,1,1
40.323,-79.824,11,3
40.384,-79.975,129,15
40.449,-79.81,11,3
40.57,-80.105,1,1
40.276,-79.87,7,2
40.347,-79.951,28,18
40.526,-80.06,2,2
40.579,-80.041,20,2
40.365,-79.821,1,1
40.348,-80.027,49,16
40.286,-79.995,107,6
40.511,-80.098,33,10
40.529,-79.918,21,4
40.252,-80.054,1,1
40.481,-80.031,6,5
40.484,-80.033,11,2
40.566,-80.039,52,30
40.466,-79.962,20,12
40.504,-80.087,2,2
40.501,-80.053,105,6
40.401,-80.195,1,1
40.365,-79.968,537,3
40.481,-79.903,5,2
40.551,-79.977,10,3
40.487,-79.875,2,1
40.592,-80.086,1,1
40.425,-79.938,21,9
40.359,-79.853,1,1
40.436,-80.122,3,3
40.409,-79.816,22,10
40.464,-80.006,6,2
40.4,-80.102,7,3
40.488,-79.813,1,1
40.449,-79.937,7,6
40.416,-80.198,1,1
40.346,-80.054,125,51
40.514,-80.038,16,2
40.413,-79.995,12,2
40.347,-80.052,33,25
40.475,-80.169,36,1
40.414,-79.803,3,3
40.488,-79.816,1,1
40.373,-80.061,15,1
40.435,-80.143,8,8
40.448,-80.111,9,9
40.349,-79.909,1,1
40.449,-80.187,1,1
40.326,-80.051,5,5
40.444,-79.953,4126,1054
40.375,-80.116,2,2
40.481,-80.141,2,1
40.326,-79.961,18,3
40.448,-80.101,1,1
40.497,-79.934,9,6
40.382,-80.064,102,8
40.467,-79.941,5,2
40.554,-79.997,2,1
40.527,-80.196,2,2
40.404,-79.934,1,1
40.633,-80.066,28,1
40.484,-80.066,2,2
40.413,-80.192,13,3
40.454,-79.958,2,1
40.526,-79.817,12,9
40.409,-79.801,2,2
40.298,-79.945,1,1
40.368,-79.955,4,3
40.251,-80.044,5,4
40.295,-79.956,1,1
40.281,-80.002,1,1
40.331,-80.024,3,2
40.297,-79.888,3,1
40.424,-80.028,8,7
40.405,-80.037,12,5
40.591,-80.033,86,2
40.326,-80.133,1,1
40.45,-80.031,30,6
40.408,-80.103,1,1
40.423,-80.041,65,11
40.435,-79.942,31,7
40.539,-80.06,7,4
40.41,-80.029,31,3
40.282,-80.182,13,1
40.326,-79.976,3,2
40.446,-80.2,5,2
40.346,-80.119,20,20
40.333,-80.005,2,2
40.571,-79.939,68,4
40.554,-80.085,1,1
40.436,-79.929,10,7
40.297,-79.89,16,2
40.307,-79.917,1,1
40.446,-79.841,1,1
40.531,-79.914,2,2
40.531,-80.047,3,2
40.45,-79.837,74,3
40.531,-80.189,12,11
40.555,-80.053,21,3
40.488,-80.109,23,4
40.602,-80.184,7,3
40.361,-79.968,8,1
40.354,-80.002,4,3
40.519,-80.089,1,1
40.598,-80.068,38,3
40.42,-80.012,23,7
40.318,-79.808,2,1
40.574,-79.865,3,2
40.403,-79.903,12,7
40.568,-80.033,1,1
40.462,-79.899,4,3
40.251,-80.01,25,2
40.428,-80.027,19,7
40.637,-80.056,9,3
40.31,-80.093,1,1
40.463,-79.967,197,84
40.279,-80.002,1,1
40.467,-79.978,21,21
40.617,-80.023,1,1
40.641,-79.953,1,1
40.445,-80.012,195,156
40.623,-79.916,2009,1
40.267,-79.927,7,1
40.412,-79.994,89,6
40.544,-79.933,1,1
40.39,-80.07,27,3
40.497,-79.842,16,3
40.433,-79.853,2,2
40.514,-80.054,2,2
40.309,-79.949,3,3
40.409,-80.195,2,1
40.257,-79.802,1,1
40.353,-79.896,3,2
40.468,-80.105,18,7
40.508,-79.984,121,3
40.44,-79.916,2,2
40.488,-80.013,25,4
40.365,-79.846,162,9
40.409,-79.999,122,6
40.475,-79.954,1,1
40.334,-80.06,2,2
40.335,-79.911,1,1
40.338,-79.862,8,7
40.517,-80.195,3,3
40.495,-79.938,21,12
40.282,-79.89,1,1
40.353,-80.059,1,1
40.524,-79.975,1,1
40.602,-79.92,2,1
40.396,-79.967,14,4
40.446,-79.889,6,5
40.255,-80.053,7,1
40.335,-80.096,3,2
40.361,-80.132,3,3
40.626,-80.074,3,2
40.466,-79.965,611,192
40.441,-79.98,8,6
40.37,-80.091,1,1
40.272,-80.154,18,1
40.317,-80.095,162,8
40.404,-79.921,22,17
40.461,-79.867,29,21
40.323,-79.958,18,9
40.348,-80.157,2,2
40.326,-80.08,3,3
40.27,-80.131,22,13
40.44,-79.945,84,58
40.371,-79.985,10,8
40.589,-79.962,254,5
40.379,-79.865,31,4
40.32,-79.807,4,1
40.307,-79.864,2,2
40.407,-80.158,1,1
40.588,-79.85,1,1
40.277,-79.913,62,2
40.376,-80.098,10,8
40.503,-80.019,1,1
40.509,-79.876,1,1
40.307,-80.007,1,1
40.356,-79.992,3,2
40.428,-79.918,31,12
40.306,-79.989,8,7
40.298,-80.037,25,5
40.414,-80.025,70,11
40.499,-80.018,5,1
40.412,-80.019,25,5
40.435,-80.001,59,49
40.355,-80.112,21,12
40.35,-79.999,28,4
40.471,-80.053,30,3
40.346,-80.021,2,1
40.536,-80.194,1,1
40.399,-79.985,6,2
40.398,-80.044,4,4
40.459,-80.002,69,2
40.625,-80.028,1,1
40.37,-80.068,2,1
40.577,-79.899,2,1
40.267,-80.069,1,1
40.435,-79.936,3,3
40.328,-80.083,1,1
40.538,-79.957,2,1
40.377,-80.158,2,2
40.407,-79.938,215,10
40.291,-80.077,1,1
40.449,-79.995,4,4
40.305,-79.908,145,3
40.344,-79.879,6,3
40.271,-80.037,1,1
40.551,-79.842,1,1
40.406,-80.006,5,4
40.421,-80.04,58,55
40.617,-79.859,1,1
40.366,-79.971,2,2
40.516,-79.822,3,2
40.491,-79.869,2,2
40.453,-79.882,1,1
40.597,-79.842,3,2
40.458,-79.804,47,11
40.523,-80.036,10,6
40.349,-79.871,20,2
40.454,-80.079,1,1
40.325,-79.965,3,2
40.461,-79.838,10,2
40.479,-79.909,14,5
40.381,-79.834,15,3
40.341,-80.123,153,3
40.345,-80.119,1,1
40.431,-80.0,44,35
40.435,-79.884,19,6
40.424,-79.889,3,3
40.367,-79.859,40,1
40.516,-80.094,1,1
40.505,-79.844,17,14
40.475,-80.174,4,3
40.422,-80.007,69,41
40.314,-79.939,18,17
40.437,-80.015,17,15
40.402,-79.871,3,1
40.477,-79.852,1,1
40.515,-79.977,5,4
40.505,-80.036,5,1
40.27,-80.092,34,2
40.287,-79.83,3,3
40.243,-79.872,5,5
40.313,-80.121,1,1
40.48,-80.021,1,1
40.397,-80.003,5,2
40.306,-80.046,108,1
40.428,-79.923,72,15
40.343,-80.137,1,1
40.31,-80.031,2,1
40.455,-80.161,272,76
40.638,-79.934,1,1
40.538,-79.901,1,1
40.297,-79.893,2,2
40.382,-80.051,11,5
40.481,-80.119,1,1
40.448,-79.975,1,1
40.391,-79.883,108,6
40.319,-80.093,1,1
40.426,-80.117,3,3
40.374,-80.042,2,2
40.417,-79.981,14,5
40.527,-80.122,1,1
40.448,-80.104,27,17
40.341,-79.857,166,9
40.426,-79.879,9,4
40.292,-79.914,5,5
40.595,-79.949,3,1
40.522,-80.051,1,1
40.61,-80.067,7,2
40.412,-79.895,1,1
40.547,-80.029,19,16
40.57,-79.857,5,5
40.301,-79.801,3,1
40.467,-80.014,106,5
40.343,-80.049,67,17
40.328,-79.961,3,3
40.434,-80.067,49,12
40.327,-80.189,4,3
40.555,-80.106,2,2
40.596,-80.073,2,2
40.477,-80.115,21,5
40.347,-79.814,9,4
40.333,-79.989,4,4
40.569,-80.065,1,1
40.402,-80.037,12,5
40.395,-79.931,2,2
40.59,-79.805,1,1
40.401,-79.893,3,2
40.574,-80.078,2,2
40.276,-80.146,1,1
40.542,-79.808,4,3
40.486,-80.097,1,1
40.603,-80.003,1,1
40.429,-79.849,4,3
40.603,-79.911,62,10
40.372,-79.957,2,2
40.427,-80.099,6,3
40.449,-80.074,3,2
40.394,-79.939,4,4
40.608,-80.198,2,1
40.432,-80.064,33,4
40.469,-80.195,1,1
40.464,-79.963,125,28
40.313,-79.996,3,3
40.476,-80.114,4,2
40.278,-79.979,1,1
40.395,-80.014,25,6
40.397,-79.912,1,1
40.521,-80.04,4,4
40.34,-79.913,1,1
40.501,-80.112,500,3
40.563,-79.835,1,1
40.527,-80.027,4,4
40.332,-80.005,10,6
40.514,-80.155,61,11
40.385,-79.892,26,3
40.577,-79.909,1,1
40.583,-80.017,4,2
40.336,-80.053,2,2
40.428,-80.073,5,3
40.488,-80.116,1,1
40.488,-80.063,2,1
40.338,-79.975,5,5
40.482,-80.102,9,1
40.414,-79.84,2,2
40.467,-80.061,27,6
40.407,-79.88,4,3
40.404,-79.985,2,1
40.554,-80.061,4,2
40.633,-80.065,117,8
40.519,-79.871,28,14
40.537,-80.045,1,1
40.497,-80.052,23,7
40.251,-80.094,4,1
40.292,-80.032,31,3
40.418,-80.025,34,11
40.638,-80.058,30,2
40.476,-80.064,2,2
40.544,-79.806,3,2
40.592,-79.925,25,1
40.284,-80.026,1,1
40.473,-80.163,1,1
40.434,-79.994,98,65
40.492,-79.887,2,2
40.27,-79.964,7,7
40.421,-79.856,6,2
40.289,-80.161,1,1
40.508,-79.807,2,2
40.336,-79.896,4,4
40.446,-79.969,38,12
40.357,-79.993,1,1
40.308,-79.936,9,7
40.609,-80.022,1,1
40.519,-80.154,6,3
40.287,-79.987,6,4
40.476,-80.006,1,1
40.347,-79.894,1,1
40.494,-79.817,2,2
40.531,-80.054,9,1
40.498,-80.014,91,5
40.419,-80.024,5,4
40.475,-80.106,3,2
40.283,-79.99,2,1
40.487,-79.887,72,39
40.446,-79.932,443,20
40.592,-80.047,8,5
40.538,-80.078,8,8
40.351,-79.848,9,3
40.428,-80.056,4,4
40.467,-79.99,79,5
40.38,-80.035,4,2
40.356,-79.82,6,4
40.464,-80.071,3,3
40.434,-80.12,1,1
40.515,-80.025,11,4
40.309,-80.081,2,1
40.439,-79.955,2331,438
40.402,-79.85,1,1
40.598,-79.917,1,1
40.493,-79.891,8,4
40.439,-80.102,2,1
40.482,-79.886,2,2
40.564,-80.028,1,1
40.359,-79.931,2,2
40.564,-79.928,10,6
40.446,-80.11,2,2
40.296,-80.169,12,11
40.548,-79.822,2,2
40.427,-79.926,57,21
40.56,-79.821,2,1
40.446,-79.84,3,3
40.486,-80.085,11,1
40.48,-80.16,1,1
40.322,-80.143,1,1
40.535,-79.914,1,1
40.43,-79.822,1,1
40.394,-79.883,4,1
40.319,-80.147,5,5
40.378,-80.161,4,3
40.371,-80.057,39,10
40.459,-79.846,1,1
40.452,-79.992,8,8
40.408,-79.891,15,9
40.434,-79.843,3,1
40.491,-80.085,2,2
40.47,-79.814,11,5
40.414,-79.871,1,1
40.48,-79.975,2,2
40.589,-80.022,2,1
40.444,-79.95,526,242
40.588,-79.883,4,4
40.258,-79.922,16,2
40.627,-79.926,7,3
40.376,-80.057,1,1
40.453,-80.002,136,63
40.261,-79.86,1,1
40.538,-79.933,1,1
40.415,-79.851,6,2
40.468,-79.815,18,3
40.397,-80.071,13,4
40.344,-79.984,8,2
40.408,-80.085,73,45
40.306,-80.123,82,3
40.395,-80.189,2,1
40.315,-80.112,1,1
40.433,-79.957,40,15
40.583,-80.102,4,3
40.335,-79.832,6,5
40.537,-80.179,7,5
40.307,-80.024,2,2
40.37,-79.976,197,12
40.404,-79.874,14,7
40.608,-79.986,2,2
40.373,-80.121,5,4
40.471,-79.809,704,7
40.443,-80.032,23,19
40.471,-79.963,24,10
40.463,-79.938,1,1
40.38,-79.887,8,4
40.464,-80.11,50,6
40.299,-79.956,1,1
40.533,-80.099,2,1
40.313,-80.025,7,2
40.474,-79.925,57,6
40.461,-79.805,6,6
40.42,-79.852,1,1
40.375,-80.148,1,1
40.31,-80.152,1,1
40.488,-79.929,3,3
40.42,-79.817,1,1
40.415,-79.816,6,4
40.557,-80.14,2,1
40.317,-80.071,1,1
40.551,-80.165,14,1
40.348,-79.852,6,3
40.331,-80.121,3,1
40.634,-79.931,2,2
40.286,-80.059,144,6
40.476,-79.902,147,11
40.461,-79.94,13,9
40.466,-80.072,22,5
40.414,-80.085,33,5
40.525,-79.85,1,1
40.533,-79.977,11,4
40.526,-79.82,5,5
40.528,-79.908,2,1
40.315,-79.985,1,1
40.392,-79.914,33,3
40.358,-79.867,1,1
40.377,-80.032,3,2
40.381,-80.061,5,5
40.369,-79.97,318,4
40.337,-79.997,4,4
40.522,-80.087,4,4
40.547,-80.183,5,1
40.406,-79.903,96,10
40.304,-80.092,7,2
40.514,-80.056,2,2
40.386,-79.856,2,2
40.551,-80.079,24,7
40.535,-79.861,2,2
40.296,-79.936,1,1
40.274,-80.161,2,2
40.436,-80.149,105,15
40.454,-80.054,8,6
40.365,-79.852,14,3
40.327,-80.068,1,1
40.318,-80.063,1,1
40.263,-79.877,1,1
40.437,-79.816,5,3
40.612,-79.851,7,5
40.481,-80.048,5,2
40.478,-80.172,38,2
40.486,-79.855,5,5
40.404,-80.154,1,1
40.387,-79.839,1,1
40.634,-79.924,1,1
40.412,-79.989,47,22
40.314,-80.031,98,10
40.465,-79.984,11,8
40.33,-79.815,2,2
40.551,-80.115,4,2
40.611,-80.088,2,2
40.43,-79.916,11,4
40.438,-80.002,6575,473
40.449,-80.14,4,4
40.392,-79.898,36,6
40.311,-79.887,7,3
40.331,-80.052,5,5
40.353,-80.057,10,3
40.574,-80.105,1,1
40.589,-80.001,1,1
40.443,-79.918,72,9
40.405,-80.086,27,9
40.253,-79.984,2,1
40.3,-79.994,1,1
40.492,-80.158,14,2
40.424,-79.869,7,4
40.594,-80.077,1,1
40.612,-79.848,2,2
40.493,-80.2,1,1
40.343,-79.948,5,5
40.339,-79.847,27,5
40.371,-80.18,6,4
40.41,-79.84,2,2
40.638,-80.047,5,2
40.423,-79.927,48,23
40.447,-79.899,3,2
40.458,-80.011,7,4
40.547,-80.195,8,8
40.612,-80.083,1,1
40.534,-79.982,10,6
40.609,-79.951,1,1
40.346,-79.822,1,1
40.448,-79.923,32,11
40.268,-80.038,1,1
40.43,-79.898,71,7
40.526,-80.029,3,1
40.448,-79.986,19,17
40.386,-79.902,15,6
40.245,-80.144,2,1
40.438,-79.936,1,1
40.383,-79.948,25,4
40.547,-80.036,68,24
40.482,-79.957,2,2
40.377,-80.157,1,1
40.381,-79.836,9,5
40.387,-79.956,5,3
40.385,-80.029,3,2
40.286,-80.013,4,2
40.302,-79.996,33,27
40.601,-79.831,6,3
40.359,-79.901,1,1
40.432,-80.103,1,1
40.333,-79.949,26,5
40.474,-79.828,43,5
40.46,-80.169,5,5
40.446,-79.887,6,5
40.556,-79.983,49,3
40.605,-80.009,6,4
40.617,-79.836,2,2
40.398,-79.812,1,1
40.34,-79.851,1,1
40.455,-80.172,4,4
40.431,-79.938,1,1
40.367,-80.101,5,4
40.423,-79.978,504,25
40.429,-79.985,2058,662
40.275,-79.865,1,1
40.37,-80.11,1,1
40.598,-79.999,1,1
40.441,-79.944,287,89
40.492,-80.057,25,8
40.285,-79.976,2,1
40.496,-80.115,1,1
